metier,competences
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Sens de l'organisation. Sens de la communication. Travail en équipe
Développeur informatique,Capacité d'adaptation. Autonomie. Rigueur
Développeur informatique,Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Analyser des problèmes techniques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Concevoir et développer les programmes et applications informatiques. Langage informatique Java. Rédiger une Spécification Technique de Besoin (STB). Analyser les besoins du client. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Autonomie. Rigueur. Travail en équipe
Développeur informatique,Réactivité. Autonomie. Rigueur
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique PHP. Symfony
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Gestion de configuration. Informatique industrielle. Langages de programmation informatique. Programmer dans un langage informatique spécifique. Rédiger une Spécification Technique de Besoin (STB). Systèmes d'exploitation informatique. Établir un cahier des charges
